Actor1Code,Actor1Name,Actor1Type1Code,Actor1CountryCode,Actor2Code,Actor2Name,Actor2Type1Code,Actor2CountryCode,YearMin,YearMax,EventCode,consolidatedAvgTone,eventCount
INDGOV,MANMOHAN SINGH,GOV,IND,USABUS,UNITED STATES,BUS,USA,2009,2009,051,1.7012090322271045,3
TWNGOV,LIN JOIN SANE,GOV,TWN,CHNGOVBUS,CHEN DEMING,GOV,CHN,2014,2014,057,0.25363152044766396,2
FRAGOV,FRANCE,GOV,FRA,IGOWSTBUS,ORGANISATION FOR ECONOMIC COOPERATION AND DEVELOPMENT,IGO,WST,1997,1997,051,5.39325842696629,1
IRNGOVBUS,ESHAQ JAHANGIRI,GOV,IRN,KORBUS,SOUTH KOREA,BUS,KOR,2001,2001,111,6.31578947368421,1
AUSGOV,AUSTRALIA,GOV,AUS,MYSBUS,MALAYSIA,BUS,MYS,2014,2014,055,2.71317829457364,1
ARGGOV,ARGENTINA,GOV,ARG,USABUS,UNITED STATES,BUS,USA,2015,2015,051,0.74074074074074,1
DEUGOV,ANGELA MERKEL,GOV,DEU,LBNGOVBUS,LEBANON,GOV,LBN,2006,2006,051,0.847457627118644,1
CHNGOV,XI JINPING,GOV,CHN,INDBUS,DELHI,BUS,IND,2014,2014,057,0.7168458781362,1
CHNGOV,CHINA,GOV,CHN,USABUS,THE US,BUS,USA,2015,2015,051,0.20833333333333298,1
USAGOV,OKLAHOMA CITY,GOV,USA,USABUS,NEW JERSEY,BUS,USA,2016,2016,115,-3.535353535353535,1
POLGOV,POLISH,GOV,POL,EURGOVBUS,EUROPEAN,GOV,EUR,2011,2011,051,1.26463700234192,1
UKRGOV,UKRAINE,GOV,UKR,UKRGOVBUS,UKRAINE,GOV,UKR,2009,2009,112,1.43769968051118,1
RUSGOV,RUSSIA,GOV,RUS,RUSBUS,RUSSIA,BUS,RUS,2000,2000,054,2.968182788810593,1
GBRGOV,BRITISH,GOV,GBR,CHEBUS,SWISS,BUS,CHE,2001,2001,114,1.399155227032735,1
GBRGOV,BRITISH,GOV,GBR,GBRGOVBUS,VINCE CABLE,GOV,GBR,2011,2011,112,0.4646840148698875,1
USAGOV,BUSH ADMINISTRATION,GOV,USA,JPNBUS,JAPANESE,BUS,JPN,2001,2001,110,1.452859350850078,1
IRLGOVBUSGOVMED,EAMON RYAN,GOV,IRL,IRLGOVBUS,EAMON RYAN,GOV,IRL,2010,2010,051,0.9440175238286129,2
CHNGOVBUS,CHINA,GOV,CHN,UKRGOVBUS,UKRAINE,GOV,UKR,2012,2012,057,7.32647814910026,1
MYSGOV,MALAYSIA,GOV,MYS,MYSGOVBUS,MUSTAPA MOHAMED,GOV,MYS,2015,2015,112,1.26582278481012,1
IRLGOVBUS,IRISH,GOV,IRL,IRLBUS,IRISH,BUS,IRL,2010,2010,051,0.828025477707006,1
USAGOV,UNITED STATES,GOV,USA," USABUS",AMERICAN,BUS,USA,2013,2013,051,0.15652770474408056,1
USAGOV,OBAMA,GOV,USA,USABUS,TEXAS,BUS,USA,2014,2014,051,0.497512437810945,1
ZWEGOV,ZIMBABWE,GOV,ZWE,ZWEGOVBUS,GIDEON GONO,GOV,ZWE,2009,2009,057,11.0132158590308,1
SAUGOV,ABDALLAH BIN ABD AL AZIZ AL SAUD,GOV,SAU,SAUGOVBUS,SULTAN BIN ABD AL AZIZ AL SAUD,GOV,SAU,2011,2011,051,11.304347826087,1
DEUGOV,GERMAN,GOV,DEU,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2011,2011,110,0.8318086624321092,2
LTUGOVBUS,ALGIRDAS BUTKEVICIUS,GOV,LTU,POLGOVBUSGOVMED,JERZY POLACZEK,GOV,POL,2007,2007,057,3.1496062992126,1
USAGOV,GEORGE W. BUSH,GOV,USA,LBNGOVBUS,LEBANESE,GOV,LBN,2006,2006,051,9.23913043478261,1
MYSGOV,MALAYSIAN,GOV,MYS,JPNBUS,JAPAN,BUS,JPN,1996,1996,051,1.130742049469964,1
POLGOV,POLISH,GOV,POL,USABUS,AMERICAN,BUS,USA,2010,2010,051,3.6630322969488525,2
AZEGOV,AZERBAIJAN,GOV,AZE,AZEBUS,AZERBAIJAN,BUS,AZE,2010,2010,110,0.46685340802987896,1
GHAGOVAGR,KWESI AHWOI,GOV,GHA,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2012,2012,057,0.6703910614525139,1
TKMGOVBUS,TURKMENISTAN,GOV,TKM,MNCKORBUS,DAEWOO,MNC,KOR,2015,2015,057,0.0,1
ESTGOV,ESTONIA,GOV,EST,ESTGOVBUS,VAHUR KRAFT,GOV,EST,1997,1997,114,0.6198347107438017,1
IRNGOV,IRANIAN,GOV,IRN,MARGOVBUS,MOHAMED BOUTALEB,GOV,MAR,2004,2004,050,0.951015727391877,1
IRNGOV,MAHMOUD AHMADINEJAD,GOV,IRN,KAZBUS,KAZAKHSTAN,BUS,KAZ,2009,2009,051,1.0498687664041988,1
KENGOV,MUTUA KATUKU,GOV,KEN,KENGOVBUS,KIRAITU MURUNGI,GOV,KEN,2007,2007,051,4.017671517671524,2
DEUGOV,GERMAN,GOV,DEU," USAMEDBUS",REUTERS,MED,USA,2013,2013,111,0.10040160642570284,1
HUNGOV,HUNGARY,GOV,HUN,JPNBUS,JAPANESE,BUS,JPN,2012,2012,057,0.8417508417508417,1
QATGOV,QATAR,GOV,QAT,QATGOVBUS,ABDALLAH BIN HAMAD AL ATIYAH,GOV,QAT,2009,2009,057,0.59880239520958,1
ZWEGOV,TENDAI BITI,GOV,ZWE,ZWEGOVBUS,WELSHMAN NCUBE,GOV,ZWE,2015,2015,110,-0.14321701103083642,3
GRCGOV,GREEK,GOV,GRC,GRCGOVBUS,GEORGE ALOGOSKOUFIS,GOV,GRC,2006,2006,051,8.44686648501362,1
USAGOV,NASA,GOV,USA,USABUS,WASHINGTON,BUS,USA,2011,2011,051,2.1229050279329598,1
GBRGOV,UNITED KINGDOM,GOV,GBR,GBRBUS,BRITISH,BUS,GBR,2012,2015,112,0.561523776753608,2
USAGOV,THE US,GOV,USA,GHABUS,GHANA,BUS,GHA,2011,2011,112,3.6231884057971,1
USAGOV,OBAMA,GOV,USA,USABUS,LOUISVILLE,BUS,USA,2015,2015,051,0.341880341880342,1
JPNGOV,JAPAN,GOV,JPN,JPNBUS,KYOTO,BUS,JPN,2013,2013,057,0.66371681415929,1
NAMGOV,HIFIKEPUNYE POHAMBA,GOV,NAM,NAMBUS,NAMIBIA,BUS,NAM,2007,2007,051,1.1434735706580335,1
CHNGOV,CHINESE,GOV,CHN,INDBUS,AHMEDABAD,BUS,IND,2014,2014,057,1.23762376237624,1
KHMGOV,CAMBODIA,GOV,KHM,JPNBUS,JAPANESE,BUS,JPN,2015,2015,057,0.33682634730538874,1
MLIGOV,MALIAN,GOV,MLI,NORBUS,NORWEGIAN,BUS,NOR,2015,2015,057,0.12345679012345667,1
USAGOV,MEMPHIS,GOV,USA,USABUS,MEMPHIS,BUS,USA,1993,2015,051,0.45583037565238926,2
SYRGOVBUS,GHASSAN TAYYARAH,GOV,SYR,TUNGOVBUS,AFIF CHELBI,GOV,TUN,2005,2005,057,4.92537313432836,1
USAGOV,ALABAMA,GOV,USA,GBRBUS,BIRMINGHAM,BUS,GBR,2014,2014,051,0.67476383265857,1
CZEGOVBUS,MILAN SIMONOVSKY,GOV,CZE,RUSBUS,RUSSIA,BUS,RUS,2001,2001,112,3.46666666666667,1
BHRGOV,BAHRAIN,GOV,BHR,JPNBUS,JAPAN,BUS,JPN,2009,2009,057,1.2235449735449777,1
COKGOV,FRED GOODWIN,GOV,COK,NLDGOVBUS,ABN AMRO,GOV,NLD,2010,2010,110,1.313920454545455,1
ZAFGOV,THABO MBEKI,GOV,ZAF,ZAFGOVBUS,ALEC ERWIN,GOV,ZAF,2003,2003,051,1.346604215456675,1
RUSGOVBUS,ILYA KLEBANOV,GOV,RUS,RUSBUS,UDMURT,BUS,RUS,2000,2000,051,0.9897828863346112,1
GHAGOV,JOHN MAHAMA,GOV,GHA,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2014,2014,051,0.685579196217494,1
GNBGOV,GUINEA BISSAU,GOV,GNB,LBNBUS,LEBANESE,BUS,LBN,2012,2012,057,9.70873786407767,1
LBYGOV,LIBYAN,GOV,LBY,LBYBUS,LIBYA,BUS,LBY,2013,2013,057,0.821596244131455,1
ARMGOV,ARMENIAN,GOV,ARM,IRNGOVBUS,ALI AKBAR SALEHI,GOV,IRN,2011,2011,057,6.25,1
USAGOV,ALASKA,GOV,USA,USABUS,ALASKA,BUS,USA,2011,2011,112,0.28169014084507,1
USAGOV,SAN ANTONIO,GOV,USA,USABUS,TEXAS,BUS,USA,2011,2011,051,1.0169491525423742,1
NLDGOV,DUTCH,GOV,NLD,VNMGOVBUS,VIETNAM,GOV,VNM,2006,2006,057,4.92957746478873,1
INDGOVBUS,ARUN JAITLEY,GOV,IND,IGOASABUS,BIMSTEC,IGO,ASA,2004,2004,057,1.6452074391988567,1
RUSGOV,RUSSIAN,GOV,RUS,RUSGOVBUS,IGOR YUSUFOV,GOV,RUS,2003,2003,050,1.5625,1
IRLGOV,BRIAN LENIHAN,GOV,IRL,IRLBUS,IRISH,BUS,IRL,2009,2009,112,1.35593220338983,1
UKRGOVBUS,UKRAINE,GOV,UKR,UKRBUS,KYIV,BUS,UKR,2015,2015,051,-0.4830917874396133,1
ZAFGOV,KWAZULU NATAL,GOV,ZAF,TURBUS,TURKISH,BUS,TUR,2015,2015,051,1.75182481751825,1
CYPGOV,CYPRIOT,GOV,CYP,CYPGOVBUS,CHRISTODOULOS CHRISTODOULOU,GOV,CYP,1997,1997,050,1.8927444794952668,1
INDGOV,GUJARAT,GOV,IND,USABUS,UNITED STATES,BUS,USA,2013,2013,112,2.24416517055655,1
POLGOV,POLISH,GOV,POL,POLBUS,POLAND,BUS,POL,2012,2012,057,6.91588785046729,1
UGAGOV,KAMPALA,GOV,UGA,GBRBUS,BRITISH,BUS,GBR,1998,1998,057,0.727969348659004,1
CHNGOV,CHINA,GOV,CHN,BGRGOVBUS,ALEXANDER TSVETKOV,GOV,BGR,2010,2010,057,1.184433164128595,1
AUSGOV,KEVIN RUDD,GOV,AUS,AUSBUS,AUSTRALIA,BUS,AUS,2008,2008,051,1.387096774193548,1
GHAGOV,JOHN MAHAMA,GOV,GHA,GHAGOVBUS,HAWA YAKUBU,GOV,GHA,2012,2012,051,0.350030175015088,1
ISRGOV,YUVAL STEINITZ,GOV,ISR,ISRGOVBUS,YISRAEL KATZ,GOV,ISR,2009,2009,110,0.35152666529746,1
USAGOVAGR,UNITED STATES,GOV,USA,USABUS,NEBRASKA,BUS,USA,2011,2011,051,1.8348623853211,1
USAGOV,UNITED STATES,GOV,USA,SDNBUS,SUDAN,BUS,SDN,2007,2007,112,7.72532188841202,1
FRAGOV,FRENCH,GOV,FRA,DZABUS,ALGERIAN,BUS,DZA,2007,2007,112,3.18021201413428,1
AGOGOVBUS,ANDRE LUIS BRANDAO,GOV,AGO,ZAFGOVBUS,MANDISI MPAHLWA,GOV,ZAF,2005,2005,057,2.38095238095238,2
CIVGOV,LAURENT GBAGBO,GOV,CIV,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2010,2011,051,0.92492175738848,2
IRQGOV,IRAQI,GOV,IRQ,CZEBUS,CZECH,BUS,CZE,2005,2005,051,1.2626262626262632,1
RUSGOV,RUSSIAN,GOV,RUS,RUSGOVBUS,IGOR YUSUFOV,GOV,RUS,2011,2011,110,1.333333333333334,1
USAGOV,OBAMA,GOV,USA,ISRGOVBUS,YISRAEL KATZ,GOV,ISR,2013,2013,111,0.777777777777777,3
MYSGOV,MALAYSIA,GOV,MYS,INDGOVBUS,ANAND SHARMA,GOV,IND,2010,2011,057,0.6478671101931025,2
USAGOV,INTERNAL REVENUE SERVICE,GOV,USA,USABUS,UNITED STATES,BUS,USA,2015,2015,113,-3.18181818181818,1
BGRGOV,BULGARIA,GOV,BGR,BGRGOVBUS,TRAICHO TRAIKOV,GOV,BGR,2010,2010,057,2.88461538461538,1
UGAGOVELI,KHIDDU MAKUBUYA,GOV,UGA,DEUBUS,GERMANY,BUS,DEU,2012,2012,112,3.98936170212766,1
ZWEGOVEDU,ARTHUR MUTAMBARA,GOV,ZWE,ZWEGOVBUS,WELSHMAN NCUBE,GOV,ZWE,2011,2011,051,1.2692050768203067,1
SWZGOV,SWAZILAND,GOV,SWZ,SWZBUS,SWAZI,BUS,SWZ,1985,1985,051,1.60919540229885,1
AFRGOV,AFRICA,GOV,AFR,AFRGOVBUS,AFRICA,GOV,AFR,2009,2009,050,2.0833333333333335,1
GHAGOVBUS,HANNAH TETTEH,GOV,GHA,GHABUS,GHANA,BUS,GHA,2010,2010,051,1.0968049594659033,1
ZMBGOVMIL,ZAMBIA,GOV,ZMB," USABUS",ARIZONA,BUS,USA,2013,2013,112,0.138888888888889,1
USAGOV,UNITED STATES,GOV,USA,USABUS,SACRAMENTO,BUS,USA,2010,2010,050,5.98130841121495,1
CANGOV,CANADIAN,GOV,CAN,CANBUS,CANADIAN,BUS,CAN,2008,2008,110,2.8330522765598602,1
BHRGOVBUS,BAHRAIN,GOV,BHR,BHRBUS,MANAMA,BUS,BHR,2011,2011,051,0.4516711833785,1
USAGOV,SAN ANTONIO,GOV,USA,USABUS,SAN ANTONIO,BUS,USA,2013,2013,051,0.20781509121061417,1
CHNGOV,GUANGDONG,GOV,CHN," CHNBUS",CHINESE,BUS,CHN,2013,2013,051,0.50251256281407,1
HTIGOV,HAITI,GOV,HTI,HTIBUS,HAITI,BUS,HTI,2011,2011,111,3.080568720379145,1
IRLGOV,MARY COUGHLAN,GOV,IRL,IRLGOVBUS,BATT OKEEFFE,GOV,IRL,2010,2010,051,1.7566409597257933,1
MEXGOV,MEXICAN,GOV,MEX," MEXBUS",MEXICO,BUS,MEX,2013,2013,111,1.44092219020173,1
RUSGOVMED,RUSSIAN,GOV,RUS,RUSGOVBUSGOVMED,IGOR LEVITIN,GOV,RUS,2009,2009,051,1.836734693877552,1
LVAGOV,VALDIS DOMBROVSKIS,GOV,LVA,LVAGOVBUS,ILMARS RIMSEVICS,GOV,LVA,2014,2014,051,0.3419452887538,1
MMRGOV,MYANMAR,GOV,MMR,MMRGOVBUS,AUNG MIN,GOV,MMR,2012,2012,057,0.4979253112033191,1
USAGOV,ALABAMA,GOV,USA,USABUS,ALABAMA,BUS,USA,2011,2011,051,2.11764705882353,1
VNMGOV,VIETNAM,GOV,VNM,VNMGOVBUS,VIET NAM,GOV,VNM,2015,2015,051,0.0,1
ARMGOV,ARMENIAN,GOV,ARM,MNCJPNBUS,HITACHI,MNC,JPN,2013,2013,051,0.6060606060606066,1
IRNGOV,IRANIAN,GOV,IRN,USABUS,MONTANA,BUS,USA,2014,2014,110,0.59852670349908,1
SDNGOV,SUDAN,GOV,SDN,RUSBUS,RUSSIA,BUS,RUS,2003,2003,112,2.64550264550265,1
INDGOV,GUJARAT,GOV,IND,FRABUS,FRENCH,BUS,FRA,2011,2011,057,3.815384615384615,1
NICGOV,NICARAGUA,GOV,NIC,CHNBUS,CHINESE,BUS,CHN,2015,2015,112,-0.29850746268656664,1
ISRGOV,ISRAELI,GOV,ISR,ISRBUS,ISRAELI,BUS,ISR,2015,2015,051,0.15432098765432084,1
UZBGOV,UZBEK,GOV,UZB,RUSBUS,RUSSIAN,BUS,RUS,2014,2014,110,0.3687315634218283,1
CHLGOV,CHILE,GOV,CHL,JPNBUS,JAPAN,BUS,JPN,2014,2014,057,1.133004926108375,1
VNMGOV,NGUYEN TAN DUNG,GOV,VNM,DZAGOVBUS,ALGERIAN,GOV,DZA,2014,2014,051,1.2820512820512817,1
ITAGOVMED,ITALY,GOV,ITA,ITAGOVBUS,PIETRO LUNARDI,GOV,ITA,2005,2005,050,1.95121951219512,1
PHLGOV,CORAZON AQUINO,GOV,PHL,CANBUS,CANADIAN,BUS,CAN,1989,1989,051,3.03030303030303,1
AFRGOVMED,AFRICA,GOV,AFR,ZAFGOVBUSGOVMED,DIPUO PETERS,GOV,ZAF,2014,2014,110,0.7311977715877425,1
ESPGOV,SPAIN,GOV,ESP,NORBUS,NORWAY,BUS,NOR,2014,2014,057,0.6557377049180325,1
AREGOVBUS,UNITED ARAB EMIRATES,GOV,ARE," AFRBUS","AFRICA ",BUS,AFR,2012,2012,057,0.9686346863468625,1
IRQGOVMIL,IRAQ,GOV,IRQ,IRNBUS,IRANIAN,BUS,IRN,2014,2014,057,0.23286759813706,1
AFGGOV,AFGHAN,GOV,AFG,RUSBUS,ULYANOVSK,BUS,RUS,2004,2004,057,0.32260162601625997,1
TURGOV,TURKEY,GOV,TUR,QATBUS,QATAR,BUS,QAT,2013,2013,051,2.61136712749616,1
AFGGOV,AFGHAN,GOV,AFG,CHNBUS,CHINESE,BUS,CHN,2011,2016,057,0.12132349561657504,7
NGAGOV,NIGERIA,GOV,NGA,NGABUS,NIGERIA,BUS,NGA,2001,2016,051,1.5641082049335775,7
USAGOV,TEXAS,GOV,USA,USAGOVBUS,THE US,GOV,USA,2016,2016,115,-1.4994232987312632,1
AUSGOV,CANBERRA,GOV,AUS,AUSBUS,AUSTRALIA,BUS,AUS,2016,2016,051,0.285714285714285,1
ZAFGOVBUSGOVMED,DIPUO PETERS,GOV,ZAF,ZAFGOVBUS,DIPUO PETERS,GOV,ZAF,2016,2016,114,-0.06757007681259933,1
BLRGOVBUS,BELARUSIAN,GOV,BLR,VNMGOVBUS,VIETNAMESE,GOV,VNM,2016,2016,057,1.49812734082397,1
IRQGOV,IRAQ,GOV,IRQ,BELBUS,BELGIUM,BUS,BEL,2016,2016,051,0.942484291928465,1
USAGOVDEV,USAID,GOV,USA," JORBUS",JORDAN,BUS,JOR,2013,2013,050,1.492537313432835,1
CHNGOV,CHINESE,GOV,CHN,USAGOVBUS,CHARLENE BARSHEFSKY,GOV,USA,1999,1999,057,1.2433877848487733,5
THAGOV,THAI,GOV,THA,THABUS,BANGKOK,BUS,THA,2004,2009,112,0.9517132855809625,4
TURGOV,RECEP TAYYIP ERDOGAN,GOV,TUR,TURBUS,TURKISH,BUS,TUR,2014,2015,051,0.10147159059122689,12
CANGOV,JIM FLAHERTY,GOV,CAN,CANBUS,CANADA,BUS,CAN,2014,2014,111,1.749663526244955,2
IRLGOV,IRELAND,GOV,IRL,IRLBUS,IRELAND,BUS,IRL,2010,2015,051,1.3949775912505988,10
AUSGOV,JENNY MACKLIN,GOV,AUS," AUSGOVBUS",MARTIN FERGUSON,GOV,AUS,2013,2013,051,0.118483855873549,1
MEXGOV,MEXICO,GOV,MEX,NZLGOVBUS,GERRY BROWNLEE,GOV,NZL,2010,2010,057,8.14606741573035,1
CHNGOV,CHINA,GOV,CHN,CHNGOVBUS,CHEN DEMING,GOV,CHN,2012,2012,050,6.355437956782694,4
EURGOVBUS,EUROPEAN,GOV,EUR,ITAGOVBUS,MARIO DRAGHI,GOV,ITA,2015,2015,050,-0.2585331281548111,11
AFRGOV,AFRICA,GOV,AFR,AFRBUS,AFRICA,BUS,AFR,2000,2015,051,0.3573744953670174,9
CYPGOV,CYPRUS,GOV,CYP,CYPBUS,CYPRUS,BUS,CYP,2014,2014,051,1.070234113712374,1
GRCGOV,GREEK,GOV,GRC,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2015,2015,050,-0.35085797921776096,5
MEXGOV,MEXICAN,GOV,MEX," USABUS",OHIO,BUS,USA,2013,2013,051,1.639645565701905,2
GBRGOVMIL,BRITAIN,GOV,GBR,GBRGOVBUSGOVMIL,PHILIP HAMMOND,GOV,GBR,2012,2012,111,0.6,1
BGDGOV,BANGLADESH,GOV,BGD,BGDBUS,BANGLADESH,BUS,BGD,2011,2015,051,0.7199446873527795,8
DEUGOV,GERMANY,GOV,DEU," DEUBUS",GERMANY,BUS,DEU,2013,2013,1124,0.8793917479995285,3
RUSGOVMED,RUSSIA,GOV,RUS,RUSGOVBUSGOVMED,IGOR LEVITIN,GOV,RUS,2011,2011,057,0.3831417624521078,1
USAGOV,UNITED STATES,GOV,USA,ESPBUS,SPANISH,BUS,ESP,2012,2012,051,0.17528779230435482,3
PANGOV,PANAMANIAN,GOV,PAN,PANBUS,PANAMANIAN,BUS,PAN,2012,2012,057,1.9747235387045825,1
GHAGOV,KWESI NDUOM,GOV,GHA,GHABUS,GHANAIAN,BUS,GHA,2012,2015,051,0.3724089408939555,2
BGRGOV,BULGARIA,GOV,BGR,RUSBUS,RUSSIAN,BUS,RUS,2015,2015,051,0.7578262786596124,2
EGYGOV,EGYPTIAN,GOV,EGY,CHNBUS,CHINESE,BUS,CHN,2014,2015,057,0.17629001694986582,5
ZMBGOV,ZAMBIA,GOV,ZMB,CHNBUS,CHINESE,BUS,CHN,2011,2011,051,2.1437829956157173,5
CHNGOVBUS,CHINA,GOV,CHN,EURGOVBUS,EUROPEAN,GOV,EUR,2013,2013,057,0.22164948140124915,10
NLDGOV,DUTCH,GOV,NLD,NLDBUS,DUTCH,BUS,NLD,2012,2012,051,1.3957307060755375,1
USAGOVBUS,US TREASURY,GOV,USA,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2012,110,0.14973911627990366,5
IDNGOV,INDONESIAN,GOV,IDN,MYSBUS,MALAYSIAN,BUS,MYS,2007,2007,113,1.05708245243129,2
DMAGOVBUSREL,IAN DOUGLAS,GOV,DMA,DMAGOVBUS,IAN DOUGLAS,GOV,DMA,2015,2015,051,0.32777115613826,1
CUBGOV,CUBA,GOV,CUB,ESPBUS,SPAIN,BUS,ESP,1997,1997,051,13.1034482758621,1
GBRGOVBUS,PETER MANDELSON,GOV,GBR,GBRBUS,BRITISH,BUS,GBR,2009,2009,110,1.0857142857142859,1
MYSGOV,MALAYSIAN,GOV,MYS,MYSBUS,MALAYSIA,BUS,MYS,2014,2014,050,0.10624169986719784,1
GRCGOV,GREEK,GOV,GRC,GRCBUS,GREECE,BUS,GRC,2015,2015,051,-0.03850225455462747,4
RUSGOV,RUSSIA,GOV,RUS,MYSBUS,MALAYSIA,BUS,MYS,2014,2014,112,0.47840280635195126,2
USAGOV,UNITED STATES,GOV,USA," POLBUS",POLAND,BUS,POL,2013,2013,051,2.945736434108525,1
ARMGOV,ARMENIAN,GOV,ARM,BELBUS,BELGIAN,BUS,BEL,2010,2010,057,1.461187214611872,2
KAZGOV,KAZAKHSTAN,GOV,KAZ,GBRBUS,BRITISH,BUS,GBR,1995,1995,057,2.21169036334913,1
GBRGOV,BRITISH,GOV,GBR,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2015,2015,112,-0.030457360636072156,30
SDNGOV,SUDAN,GOV,SDN,AFRBUS,AFRICA,BUS,AFR,1984,1984,057,0.6872852233676978,2
IRQGOV,IRAQ,GOV,IRQ,DEUBUS,GERMAN,BUS,DEU,2010,2010,057,0.6372809346787044,1
JORGOV,JORDANIAN,GOV,JOR,JORGOVBUS,ALIA BOURAN,GOV,JOR,2004,2004,057,3.13807531380753,1
MYSGOVMED,MALAYSIAN,GOV,MYS,MYSGOVBUSGOVMED,ONG TEE KEAT,GOV,MYS,2008,2008,057,2.47813411078717,1
UKRGOV,UKRAINIAN,GOV,UKR,MYSBUS,MALAYSIAN,BUS,MYS,2014,2014,112,0.1968503937007875,1
RUSGOV,VLADIMIR PUTIN,GOV,RUS,RUSBUS,RUSSIAN,BUS,RUS,2014,2014,114,0.24917218543046374,1
GBRGOV,TONY BLAIR,GOV,GBR,GBRBUS,LONDON,BUS,GBR,2007,2007,051,0.9840098400984011,1
CHNGOV,CHINESE,GOV,CHN,USABUS,AMERICAN,BUS,USA,2013,2013,110,0.30448717948718,1
LKAGOV,SRI LANKAN,GOV,LKA,LKAGOVBUSGOVMED,KUMARA WELGAMA,GOV,LKA,2011,2011,051,1.018518518518518,1
FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,FRABUS,FRENCH,BUS,FRA,2010,2010,051,4.71204188481675,2
USAGOV,NEW YORK,GOV,USA,USABUS,UNITED STATES,BUS,USA,2009,2015,051,1.1925479020130991,2
ITAGOVBUS,MARIO DRAGHI,GOV,ITA,GRCBUS,GREEK,BUS,GRC,2015,2015,051,-0.07815066873560458,2
ZMBGOVMED,ZAMBIA,GOV,ZMB,KENBUS,KENYAN,BUS,KEN,1997,1997,052,1.5323496027241774,1
GRCGOV,GREEK,GOV,GRC,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2015,050,0.14144609433264654,15
ZWEGOVPTY,PRISCILLA MISIHAIRABWI MUSHONGA,GOV,ZWE,ZWEGOVBUSPTY,WELSHMAN NCUBE,GOV,ZWE,2015,2015,112,0.09831351806791142,2
SAUGOV,SAUDI,GOV,SAU,USAELIBUS,GEORGE SOROS,ELI,USA,2015,2015,057,-0.0073172135761043425,15
NAMGOV,HIFIKEPUNYE POHAMBA,GOV,NAM,CHNBUS,CHINESE,BUS,CHN,2015,2015,051,0.30356708604779165,2
FRAGOV,NICOLAS SARKOZY,GOV,FRA,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2012,111,1.6064257028112465,1
RUSGOV,MOSCOW,GOV,RUS,RUSBUS,RUSSIAN,BUS,RUS,2006,2006,110,5.76271186440678,1
GHAGOV,GHANA,GOV,GHA,GHAGOVBUS,JOE OTENG ADJEI,GOV,GHA,2010,2010,110,0.6872555785599267,1
BRAGOV,LULA DA SILVA,GOV,BRA,BRABUS,BRAZIL,BUS,BRA,2006,2006,051,2.998236331569663,1
MMRGOV,MYANMAR,GOV,MMR,MNCKORBUS,DAEWOO,MNC,KOR,2008,2008,051,0.928978326086224,2
DEUGOV,GERMAN,GOV,DEU,IRLBUS,IRISH,BUS,IRL,2013,2013,110,0.214362272240085,1
VENGOV,HUGO CHAVEZ,GOV,VEN," USAELIBUS",GEORGE SOROS,ELI,USA,2013,2013,051,0.360655737704918,1
USAGOV,OBAMA,GOV,USA,USABUS,AMERICAN,BUS,USA,2010,2014,112,0.6152406433435222,14
TMPGOV,XANANA GUSMAO,GOV,TMP,MYSBUS,MALAYSIAN,BUS,MYS,2014,2014,051,0.23557126030624334,1
KAZGOV,KAZAKHSTAN,GOV,KAZ,ITABUS,ITALIAN,BUS,ITA,1999,1999,057,0.6521739130434779,1
RUSGOV,RUSSIA,GOV,RUS,RUSGOVBUSGOVMED,IGOR LEVITIN,GOV,RUS,2005,2005,057,1.85185185185185,1
AUSGOV,WAYNE SWAN,GOV,AUS,AUSBUS,AUSTRALIA,BUS,AUS,2009,2009,051,0.44579570746317854,2
PERGOVBUS,JAVIER REATEGUI,GOV,PER,PERGOVBUSGOVMED,JAVIER REATEGUI,GOV,PER,2003,2003,112,0.9803921568627444,2
NZLGOV,BILL ENGLISH,GOV,NZL,NZLGOVBUS,STEVEN JOYCE,GOV,NZL,2012,2012,057,2.6984126984127,1
UKRGOV,UKRAINE,GOV,UKR,MDABUS,MOLDOVA,BUS,MDA,1997,1997,057,8.06451612903226,1
ZWEGOVMIL,ZIMBABWE,GOV,ZWE,IRNGOVBUS,ALI AKBAR SALEHI,GOV,IRN,2012,2012,050,2.0861678004535156,2
FRAGOV,FRENCH,GOV,FRA,EURBUS,EUROPEAN,BUS,EUR,1985,2012,051,0.9906773150324005,3
USAGOV,COLORADO,GOV,USA,USABUS,UNITED STATES,BUS,USA,2011,2011,051,0.673760574469408,6
ITAGOV,ITALIAN,GOV,ITA,ITAGOVBUS,MARIO DRAGHI,GOV,ITA,2011,2015,051,0.9787413764686481,3
AUSGOV,WESTERN AUSTRALIA,GOV,AUS,IGOAFRBUSCES,COMMON MARKET FOR EASTERN AND SOUTHERN AFRICA,IGO,AFR,2014,2014,057,0.136752136752137,1
